rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours
1,ANOL_ESS_ESR1,920717.9270833333,1874626.791778825,0.0,0.0,0.0,90538.1332256399,31581.65110260355,240077.41822602678,3157541.9214164284,ANOL_ESS_RN,240.0,QESVEM,esVolta,247.1,Anole BESS,247.1,1.94
2,CNLY_ESS_ESR1,2025172.5005,454526.1837494334,0.0,50668.239240272575,62556.69256880278,109529.65134149686,41866.084924499984,355882.4107318361,3100201.7630563416,CNLY_ESS_RN,125.0,QSUE76,YBTCOS,,,125.0,1.96
3,WAL_ESR1,1703911.1683333332,-99431.287881225,0.0,75148.96770609064,54426.373962751655,60598.973071192,162114.84017080447,554607.4534904764,2511376.4888534234,WAL_RN,200.0,QSUE92,Tesla,200.0,Walstrom BESS,200.0,2.0
4,BOCO_ESS_ESR1,627582.5916666667,1457281.5641027,0.0,784.1393332863694,4367.166912685747,215533.04072443215,33784.619350789384,168080.200220919,2507413.322311479,BOCO_ESS_RN,150.0,QTEN28,Aypa Power,154.0,BoCo BESS,154.0,1.95
5,AVIL_ESS_ESR1,1259875.9653333332,396718.03752036666,0.0,89000.27805347406,29015.274849955804,260511.3184659644,249802.52138346856,117590.63465582531,2402514.0302623883,AVIL_ESS_RN,160.0,QSU100,ENGIE,160.0,Avila BESS,160.0,2.0
6,BLVN_SLR_ESR1,1787976.74775,312666.4541896833,0.0,0.000151164982108,0.0001091049118176,47073.15485961714,60646.151705608405,188183.0248481711,2396545.53361335,BLVN_RN,180.0,QSHEL8,National Grid Renewables,188.0,Blevins Storage,188.0,1.91
7,CACH_ESS_ESR1,917120.9351666666,410484.9886186666,0.0,110958.91965799787,42904.00603656722,230262.4263773744,305319.1283203783,299314.5965949337,2316365.0007725847,CACH_ESS_RN,200.0,QSU100,ENGIE,200.0,Cachi BESS,200.0,2.0
8,SHAMROCK_ESR1,1616033.7949166666,630545.6887374084,0.0,0.0,0.0,0.0,0.0,0.0,2246579.483654075,SHAMROCK_RN,99.3,QFPL40,NextEra Energy Resources,99.3,Shamrock Energy Storage (SLF),99.3,2.62
9,TURQBESS_ESR1,1064872.3320833333,527062.7781268749,0.0,2310.45160327792,3289.1636879993653,247241.7637400494,89716.04455367797,124319.22063989186,2058811.7544351048,TURQ_BESS1,188.0,QHEI3,YBTCUN,,,188.0,1.95
10,CHIL_SLR_ESR1,1435508.3245833332,-234154.89541820827,0.0,137582.76284324244,60515.362480815355,317991.27037656156,228133.9992108876,64831.360368262656,2010408.1844448943,CHIL_SLR,150.0,QSUE88,YSUEZ,,,150.0,2.25
11,PINEFRST_ESR1,0.0,1851751.7673760415,0.0,0.0,0.0,0.0,0.0,0.0,1851751.7673760415,PINEFRST_RN,200.0,QTEN21,YPFHYB,,,200.0,1.98
12,GIGA_ESS_ESR1,1284191.6627500001,24834.25425842499,0.0,35342.445495450374,33155.81563178723,97806.8582719697,139047.46446683048,227097.4509606293,1841475.9518350917,GIGA_ESS_RN,125.0,QSUE55,Tesla,128.0,Giga Texas Energy Storage,128.0,1.95
13,ANEM_ESS_ESR1,0.0,1315633.9336991166,0.0,313429.2811871935,5615.020560303202,129468.60552469519,11254.008014038156,60510.12665708734,1835910.975642434,ANEM_ESS_RN,200.0,QSUE53,Plus Power,205.0,Anemoi Energy Storage,205.0,1.95
14,ANDMDSLR_ESR2,1551936.6495,-91009.51378703327,0.0,13683.49181524902,21246.602459145943,61027.3159151354,24701.049872365034,249304.02529877133,1830889.6210736334,ANDMDSLR_ALL,78.1,QIPLU2,YIPLU2,,,78.1,2.04
15,DSWL_ESS_ESR1,1281284.4898333333,360918.50328509166,0.0,7592.675984519809,4014.692320574993,32867.817318417416,21885.658667157266,74361.48487815537,1782925.3222872496,DSWL_BES1,150.0,QPHIL3,esVolta,150.0,Desert Willow BESS,150.0,2.0
16,JAG_SLR_ESR1,454774.36125,964159.4977343833,0.0,32729.73351695618,48577.02519245785,11559.504958021504,17353.321426795934,245639.20275971328,1774792.6468383279,JAG_SLR_RN,150.0,QLCRA,SER Capital Partners,78.55,Jaguar BESS 1,78.55,2.16
17,RRANCHES_ESR1,5387.799999999999,1577933.558189475,0.0,72277.7834683079,1855.9083712769336,948.0981818478089,29325.910607754973,22459.016187280155,1710188.0750059427,RRANCHES_ALL,150.0,QSUE51,Plus Power,150.0,Rodeo Ranch Energy Storage U1,150.0,2.0
18,EBNY_ESS_ESR1,0.0,1608450.6254328582,0.0,64848.88075705759,4703.999094985493,2360.2527433219716,8664.413609635307,4692.873906902984,1693721.045544762,EBNY_ESS_RN,200.0,QSUE52,Plus Power,203.5,Ebony Energy Storage,203.5,1.97
19,BLSUMMIT_ESR2,199425.31233333334,1487882.287782975,0.0,0.0,0.0,0.0,0.0,0.0,1687307.600116308,BLSMT1_5_A_6,150.0,QFPL48,NextEra Energy Resources,15.0,Blue Summit,15.0,0.42
20,LON_ESR1,521924.6115,484205.89844466664,0.0,164523.52977979463,77947.22459456639,76748.71319167379,116677.8995897474,201145.13944347965,1643173.0165439285,LON_RN1,174.0,QTEN26,Tokyo Gas America,174.0,Longbow BESS,174.0,2.0
21,CARN_ESS_ESR1,729186.5254999999,-3871.7467056333335,0.0,178949.43931571222,60541.405193777944,281691.2070856883,344575.9167003584,23961.524797737664,1615034.2718876412,CARN_ESS_RN,150.0,QSU100,ENGIE,150.0,Carina BESS,150.0,2.0
22,HYDR_ESS_ESR1,1002655.8220833332,-80700.33731270002,0.0,80557.60045057257,20338.102661891076,305731.32479951385,206751.55386526338,63685.83231538804,1599019.8988632623,HYDR_ESS_RN,200.0,QSUE74,ENGIE,200.8,Hydra BESS,200.8,1.0
23,BKSL_ESS_ESR1,419160.47408333333,1002890.6417028916,0.0,2852.7637466280084,6245.261884254389,46498.24845901296,12492.413653858835,103281.07721805882,1593420.8807480377,BKSL_RN,100.0,QESVEM,esVolta,103.0,Burksol BESS,103.0,1.94
24,TBWF_ESS_ESR1,0.0,1399755.5840407915,0.0,12082.43519634635,14580.798572000378,81602.80049249934,26941.53061040877,43758.47851849772,1578721.627430544,TBWF_ES_BES1,150.0,QTEN29,Spearmint Energy,150.0,Timberwolf Bess,150.0,2.0
25,RRANCHES_ESR2,0.0,1462620.1789967166,0.0,47664.62683522177,2818.658071667377,706.6844157839022,31156.292031139525,28862.17331958653,1573828.6136701156,RRANCHES_ALL,150.0,QSUE51,Plus Power,150.0,Rodeo Ranch Energy Storage U1,150.0,2.0
26,HMNG_ESS_ESR1,83468.63624999998,1012826.9711062917,0.0,496.6876606744249,1912.5224458605053,40604.31360774655,128270.55865217006,275873.47235731425,1543453.1620800574,HMNG_ESS_RN,100.0,QMEA8,Key Capture Energy,103.8,Hummingbird Storage,103.8,2.19
27,SWOOSEII_ESR1,337235.36216666666,604637.0402523833,0.0,530.6317999325122,1760.5629212391657,72620.97310826207,133019.78759664032,286475.9263056466,1436280.2841507706,SWOOSEII_RN,100.0,QMEA5,Jupiter Power,101.0,Swoose 2,101.0,2.03
28,WFTANK_ESR1,103916.34758333334,473155.65795783326,0.0,9664.50009372237,7234.294667281432,636914.4190308391,76717.26726600222,103249.2433815151,1410851.7299805267,WFTANK_ESS1,150.0,QTEN28,Aypa Power,155.0,Wolf Tank,155.0,1.12
29,PHO_ESR2,292132.2563333333,593823.6554910917,0.0,241.8605630946737,1652.524683210503,113123.78657412784,87921.70577267127,301286.77516190027,1390182.5645794296,PHO_ALL,150.0,QENE15,Enel North America,150.0,Photon BESS 1,150.0,1.55
30,JAG_SLR_ESR2,399323.3333333333,979322.7947930499,0.0,0.0001435646661238,2.698944216166859e-05,0.0001414922684147,1311.2852562434368,2286.687053843709,1382244.1007485169,JAG_SLR_RN,150.0,QMITS2,SER Capital Partners,78.55,Jaguar BESS 1,78.55,2.16
31,PHO_ESR1,427087.72433333326,427013.04344780836,0.0,10270.504208569577,11349.588439044028,109731.32505672683,81816.03003513579,303520.5005661135,1370788.7160867315,PHO_ALL,150.0,QENE15,Enel North America,150.0,Photon BESS 1,150.0,1.55
32,RRC_WIND_ESR2,579889.0961666666,785530.2134812833,0.0,0.0,0.0,0.0,0.0,0.0,1365419.3096479499,RRC_WIND_ALL,75.0,QFPL35,YNEXTE,,,75.0,2.98
33,VORTEX_ESR1,651631.0885833332,314019.2252936,0.0,2387.6166488353665,9027.00648286494,181384.1063351889,23867.158375520103,181861.19542284505,1364177.3971421875,VORT_ALL_RN,121.8,QENEL8,Enel North America,121.8,Azure Sky Wind,121.8,1.48
34,SGAL_BES_ESR2,0.0,1154368.9264581583,0.0,4655.625886881757,5995.26246710528,45446.58474034631,21917.965080374644,89199.25969141057,1321583.6243242768,SG_BES_BESS1,100.0,QJPEM2,Jupiter Power,103.5,St. Gall 2 Energy Storage,103.5,1.95
35,JAR_ESR2,640110.6673333333,236424.27543531664,0.0,1080.062258594824,1122.9256733930977,268253.6959984212,67084.6248548161,100168.9920320236,1314245.2435858988,JAR_RN,156.0,QHEI1,SMT Energy,154.2,Jarvis BESS U1,154.2,1.43
36,FIVEWSLR_ESR1,131016.74666666667,289627.57969344995,0.0,159641.52726087315,32874.97283194581,339625.33291299583,265366.55349386414,89650.62282351113,1307803.3356833067,FIVEWSLR_ALL,220.0,QSUE61,Key Capture Energy,199.7,Five Wells BESS,199.7,1.0
37,PALE_ESS_ESR1,505210.64249999996,81563.073067725,0.0,76090.23941077535,34119.34738944553,385042.7495592369,146791.65857612225,77472.82809580117,1306290.538599106,PALE_ESS_EN,200.0,QSUE74,ENGIE,200.8,Paleo BESS,200.8,1.06
38,RRC_WIND_ESR1,567991.2341666666,722454.2961365082,0.0,0.0,0.0,0.0,0.0,0.0,1290445.5303031749,RRC_WIND_ALL,75.0,QFPL35,YNEXTE,,,75.0,3.0
39,BYP_ESR1,0.0,1240480.0590728582,0.0,0.0,0.0,438.236,1141.9864379652777,42401.304140472224,1284461.5856512957,BYP_RN,200.0,QEXELO,YEXELO,,,200.0,2.25
40,SGAL_BES_ESR1,0.0,1103344.5404592915,0.0,4700.692495220794,6825.284875508374,46024.0750563884,21916.445060828846,88089.22900214065,1270900.2669493787,SG_BES_BESS1,98.1,QJPEM,Jupiter Power,103.5,St. Gall 2 Energy Storage,103.5,1.95
41,BLACKSPR_ESR1,951488.0128333333,277500.8133809749,0.0,10306.260867270328,3978.7007241886863,0.0,3986.789305683752,23394.054999766824,1270654.6321112178,BLACKSPR_RN,120.0,QBROOK,YBLKSP,,,120.0,2.32
42,JAR_ESR1,614369.4619999999,212758.84183224998,0.0,1095.4719891037284,1476.4398584376092,251245.22482260468,61985.06733558888,92254.19087461372,1235184.6987125985,JAR_RN,147.0,QHEI1,SMT Energy,154.2,Jarvis BESS U1,154.2,1.43
43,ESTONIAN_ESR1,506150.01083333336,369759.03090096667,0.0,5555.838814349775,7748.248422298623,159766.12964730195,25132.12677833241,143245.13045422337,1217356.5158508061,ESTONIAN_ALL,101.6,QENE14,Enel North America,101.6,Estonian Storage,101.6,1.74
44,FTDUNCAN_ESR1,225084.223,771066.08720715,0.0,4429.945294667987,3190.606974119175,78290.78527951716,16216.138583504297,87999.43844394249,1186277.2247829011,FTDUNCAN_RN,100.0,QTEN26,Excelsior Energy Capital,87.1,Fort Duncan BESS,87.1,1.99
45,CLO_ESR2,57071.64566666666,619869.4222209667,0.0,1898.5803712159004,3443.5652597918456,76098.13188209468,136851.95693797813,277117.2802470721,1172350.582585786,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09
46,ANDMDSLR_ESR1,560838.1464166666,407948.6672359416,0.0,19557.955153376377,24778.74811927983,28002.263332847797,11328.236369338214,118225.12241610914,1170679.1390435598,ANDMDSLR_ALL,81.9,QIPLU2,YIPLU2,,,81.9,1.95
47,LMO_ESR1,-60308.87375,1175958.9414412915,0.0,790.9710803582517,0.000163659458146,5857.153957645089,5772.594587545321,32860.75531995237,1160931.542800452,LMO_ESR_RN,100.0,QSHEL2,Key Capture Energy,105.0,Limousin Oak Storage,105.0,2.16
48,CORAZON_ESR1,303545.5080833333,373723.80663864996,0.0,11289.8880891717,8121.086376233878,265649.2536931387,85764.21108440298,94904.96868602146,1142998.7226509522,CORAZON_RN,200.0,QHEI4,YGUAJI,,,200.0,1.22
49,MADERO_ESR2,324404.0430833333,467371.9550513916,0.0,1989.9644765831338,3330.871426789954,123138.22628423097,27418.285606381123,194484.0272546232,1142137.3731833333,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73
50,CLO_ESR1,48315.18908333333,628202.3275798584,0.0,1858.3109831937013,2960.3235527522816,51917.82412349953,134682.2852276416,273888.00777366,1141824.2683239386,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09
51,FLOWERII_ESR1,0.0,967909.5045575249,0.0,4735.307740203932,14717.622829573935,42097.53328770294,47555.74213693477,56507.86560651923,1133523.5761584598,FLOWERII_RN,95.0,QJPEM,Jupiter Power,119.9,Flower Valley 1 (DGR),119.9,1.98
52,CARTWHL_ESR1,0.0,1109590.8571185665,0.0,0.0,0.0,0.0,0.0,0.0,1109590.8571185665,CARTWHL_RN,150.0,QECNR,YEONCR,,,150.0,1.87
53,PLATINUM_ESR1,428290.04758333333,549013.366536225,0.0,27889.359307846767,12566.443023406177,46662.90283792861,19457.11532494089,18282.783226972828,1102162.0178406537,PLATINUM_RN,133.0,QSUE99,YSUEZ,,,133.0,1.91
54,ANTL_ESS_ESR1,561953.5915,184465.32124166665,0.0,39197.729574713485,16798.944629075704,92453.94043264307,118419.49343812712,61487.978984263005,1074776.999800489,ANTL_ESS_ES1,70.0,QSU100,ENGIE,72.4,Antlia BESS,72.4,1.93
55,MADERO_ESR1,322427.8125,405031.46650344995,0.0,1206.2642573491955,2639.064350346909,124489.27872942174,27516.869788308715,187789.81498993406,1071100.5711188107,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73
56,PLATINUM_ESR2,495746.32699999993,433934.69927385,0.0,30789.134306830205,10655.748156742124,43035.46158718248,21497.138184840485,18565.53483761805,1054224.0433470632,PLATINUM_RN,136.0,QSUE99,YSUEZ,,,136.0,1.84
57,SMTH_ESS_ESR1,294552.06233333336,605739.3313701166,0.0,20780.588771403105,26546.814886612297,24907.70880049973,17499.8253177737,58462.89386255043,1048489.2253422892,SMTH_ESS_RN,125.0,QSUE77,YBTSMS,,,125.0,2.04
58,WIG_ESS_ESR1,550523.1210833334,148652.2556875,0.0,1212.2345947344586,905.1742324575066,190027.6039847681,45385.95567016637,69939.25781677346,1006645.6030697332,WIG_BESS_RN,120.0,QHEI1,UBS Asset Management,122.9,Wigeon Whistle BESS,122.9,1.42
59,TDWLPR_1_ESR2,53792.448333333334,552743.3323804083,0.0,499.5828949467706,2076.250270392941,28349.83538258187,118198.37231448916,249507.14629026433,1005166.9678664168,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96
60,ELZA_SLR_ESR1,394314.58450000006,303620.7308168333,0.0,0.0004370214054984,837.0717077998645,107704.05463573486,77645.08719092817,103728.65333327577,987850.1826215936,ELZA_SLR_RN,100.0,QENE16,Enel North America,100.0,Eliza Storage,100.0,1.79
61,TDWLPR_1_ESR1,53840.208333333336,535248.7937220833,0.0,499.6198672968989,1084.8881197535788,26954.27561802562,118209.6146821694,249895.62654407282,985733.0268867349,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96
62,ALP_BESS_ESR1,452422.19600000005,292473.73985583335,0.0,851.1852328969302,635.0142200346461,130199.5199964532,40254.39336137923,59141.68471260613,975977.7333792034,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,100.3,1.43
63,JADE_SLR_ESR2,492832.5006666666,314443.4612352417,0.0,10921.235736897674,7697.228316255679,46729.576812271065,14359.969725853312,85399.12551867969,972383.0980118657,JADE_SLR_ALL,81.9,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99
64,JADE_SLR_ESR1,480466.52808333334,316777.6708919,0.0,12774.70572617795,7523.685738574673,44192.73861996337,14882.108561809868,82292.8662754569,958910.303897216,JADE_SLR_ALL,78.1,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99
65,TSECA_ES_ESR1,0.0,906252.9490070665,0.0,604.2898779908855,5045.264486144217,7418.118092488714,3512.8122804727245,2910.026450458249,925743.4601946215,TSECA_ES_RN,100.0,QTEN36,YTIERS,,,100.0,2.4
66,LUCKYBLU_ESR1,653879.6535,237279.19561164165,0.0,9968.081687232045,3699.2841357612283,0.0,3393.029398180998,15617.930189740826,923837.1745225567,LUCKYBLU_RN,100.0,QBROOK,YLUCKB,,,100.0,2.14
67,CROSSTRL_ESR1,1196086.5209166666,-556176.354914675,0.0,65161.94999076268,2.698944216166859e-05,135534.4887388015,36996.37452753504,35281.199752338835,912884.179038419,CROSSTRL_RN,57.0,QGRIE4,Energy Vault,58.0,Cross Trails Storage,58.0,1.97
68,LBRA_ESS_ESR1,-170486.90583333335,216937.64984954166,0.0,151353.97286035694,18749.439278029764,411597.01596059196,225844.60817015555,0.0,853995.7802853425,LBRA_BES1,200.0,QSUE48,ENGIE,200.0,Libra BESS,200.0,1.0
69,SHEEPCRK_ESR1,36736.83358333334,249963.07276024172,0.0,83553.62069965525,45454.742325911495,231269.4631668342,138740.33333681105,57137.30771134698,842855.3735841339,SHEEPCRK_1,135.0,QSUE70,ENGIE,142.0,Sheep Creek Storage,142.0,1.29
70,MUSTNGCK_ESR1,432743.91475,134393.7074157,0.0,6476.328939981354,4919.1376223275975,99274.3950508618,26705.576156973897,120307.16153926161,824820.2214751062,MUSTNGCK_ALL,71.0,QENE10,Enel North America,69.3,Mustang Creek Storage,69.3,1.18
71,ENDPARKS_ESR1,607224.46325,-122865.29700916665,0.0,94257.35622022089,65128.04107002953,6569.344514919347,81521.19818058064,36124.11515884991,767959.2213854337,ENDPARK_ESS1,50.0,QGRIE4,Key Capture Energy,50.0,Endurance Park,50.0,1.98
72,CTW_ESR1,0.0,746010.6903906832,0.0,653.7968709027208,2176.394779090814,555.7995692588793,1188.8203748511237,3165.004337371575,753750.5063221584,CTW_RN,150.0,QTOTL5,YTOTAL,,,150.0,1.53
73,HLY_ESR1,369967.2866666667,69732.00514583333,0.0,641.0655487424797,900.429124404201,175877.70828458384,51453.335351330206,63296.32103879354,731868.1511603543,HLY_RN,102.0,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98
74,RADN_SLR_ESR2,0.0,731345.9453358667,0.0,0.0,0.0,0.0,0.0,0.0,731345.9453358667,RADN_SLR_ALL,81.9,QIPRAD,YIPRAD,,,81.9,2.0
75,TANZ_ESS_ESR1,381660.2129166667,-149075.3389670083,0.0,36927.57387444511,14499.60299759668,159513.3934671377,140147.04463854156,144634.6184841509,728307.1074115303,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93
76,HLY_ESR2,370363.02249999996,62961.86921333334,0.0,673.9874860206684,1423.1789318650222,175902.2524458035,51212.8612664934,63449.23024682507,725986.402090341,HLY_RN,101.8,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98
77,RADN_SLR_ESR1,0.0,711432.0074557833,0.0,0.0,0.0,0.0,0.0,0.0,711432.0074557833,RADN_SLR_ALL,78.1,QIPRAD,YIPRAD,,,78.1,1.96
78,CROSSETT_ESR1,0.0,582372.1427487666,0.0,3866.9749745664167,6445.522935317416,62521.53937150999,13675.133676077261,31607.58401516604,700488.8977214037,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99
79,HOUSEMTN_ESR1,0.0,564420.5756663083,0.0,3868.088705777889,9979.946516363443,32463.64893049159,32998.96090447907,42557.57130765473,686288.7920310751,HOUSEMTN_RN,60.0,QJPEM,Jupiter Power,60.0,House Mountain BESS,60.0,2.24
80,TANZ_ESS_ESR2,192275.92525000003,-7732.215927399997,0.0,36061.927934715975,15934.258324387944,161648.81492261478,137407.37304727573,143560.3093996942,679156.3929512886,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93
81,CROSSETT_ESR2,0.0,551982.2497990082,0.0,3834.9141380210503,6243.115634129585,62926.59536834379,13814.262351388537,31390.32929631299,670191.4665872043,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99
82,ANG_SLR_ESR1,0.0,575508.2880331,0.0,0.0004471756911097,0.000163659458146,17487.03906148298,6374.455656286987,69404.79966604967,668774.5830277548,ANG_ALL,0.0,QTEN26,Apex Clean Energy,103.0,Angelo Storage,103.0,1.94
83,BEXAR_ES_ESR1,755648.3275833332,-113894.39933655832,0.0,0.0,0.0,0.0,128.15273965072322,18155.621305384575,660037.7022918103,BEXAR_ES_RN,100.0,QTEN32,YBEXES,,,100.0,0.88
84,HEADCAMP_ESR1,0.0,658673.316995875,0.0,0.0,0.0,0.0,0.0,0.0,658673.316995875,HEADCAMP_RN,150.0,QTEN34,YMOMEH,,,150.0,1.06
85,SEVNF_ES_ESR1,0.0,614779.0966808749,0.0,1657.3524432016052,7548.059278696271,9003.859516235687,4017.4990265713623,18180.81452681343,655186.6814723933,SEVNF_ES_RN,100.0,QTEN37,YSEVFL,,,100.0,2.34
86,STAM_SLR_ESR1,327802.35466666665,100746.495107925,0.0,496.1983041478993,413.0803107182817,91459.93676931408,35063.05556252336,93132.92272163749,649114.0434429328,STAM_SLR_ALL,70.0,QENE12,Enel North America,71.5,Stampede BESS,71.5,1.57
87,FENCESLR_ESR1,303998.34849999996,87782.73910020833,0.0,3472.8396537631425,3531.2449645237275,117770.60852859693,20048.448858524782,93377.15003033426,629981.3796359511,FENCESLR_ALL,71.0,QENE13,ENGIE,86.6,Fence Post BESS,86.6,1.43
88,PAVO_ESS_ESR2,201433.03683333338,30352.67619056666,0.0,62350.24261106313,16384.161176846246,199997.46875316024,64033.369663250225,26053.416538302496,600604.3717665223,PAVO_ESS_ALL,87.5,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01
89,BCNV_ESS_ESR1,522008.5384166667,-68032.62735773333,0.0,0.0,0.013,15418.86699444166,11659.384390971747,107981.24887613664,589035.4243204833,BCNV_RN,150.0,QSHE11,Nightpeak Energy,150.0,Bocanova BESS,150.0,2.0
90,RBN_ESR1,123996.72375000003,18783.795098975002,0.0,18990.498744573382,8234.573075496948,272288.0676716712,78291.21109085403,45887.12436562695,566471.9937971976,RBN_BESS1,100.0,QTEN19,Cypress Creek Renewables,101.6,River Bend,101.6,1.48
91,DGFS_ESR_ESR1,108676.90033333332,294366.5102580917,0.0,1191.4439323603206,15917.50402061283,105687.9028519342,19458.8764238512,13155.877478461667,558455.0152986452,DGFS_ESR_RN,75.0,QTEN26,Gore Street Energy Storage Fund,75.0,Dogfish BESS,75.0,1.22
92,RVRVLYS_ESR1,46577.68541666667,447282.1740956167,0.0,14676.355714382009,10488.106264610362,3552.026656898776,2751.7382379173073,19343.86070723894,544671.9470933307,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99
93,GKS_BESS_ESR1,1056.5,312310.99406309164,0.0,0.0004471895799986,0.000163659458146,70151.82957039299,18239.830191991,138985.29393809463,540744.4483744194,GKS_BESS_RN,0.0,QTEN26,SA Grid Solutions,103.0,Great Kiskadee Storage,103.0,1.94
94,STRG_SLR_ESR1,0.0,502709.4578388,0.0,0.0,0.0,0.0,0.0,0.0,502709.4578388,STRG_SLR_ALL,100.0,QECNR,YEONCR,,,100.0,1.92
95,RVRVLYS_ESR2,-776.3246666666664,466293.4779965583,0.0,6927.1743407707645,4093.5423776464995,3487.604038202585,2656.854271188063,19812.607514861265,502494.9358725608,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99
96,EVLN_ESS_ESR1,308199.6098333333,185393.8677093833,0.0,0.0,0.0,0.0,0.0,0.0,493593.4775427166,EVLN_ESS_RN,165.0,QSHE15,Excelsior Energy Capital,167.5,Evelyn BESS,167.5,1.99
97,BLUEJAY_ESR1,117565.78708333334,171233.62362063333,0.0,443.0721098097909,1634.3618706243,81929.54529295815,19301.800753802574,96216.58786322986,488324.7785943914,BLUEJAY_RN,50.0,QENEL7,Enel North America,51.4,Blue Jay,51.4,1.65
98,PAVO_ESS_ESR1,164440.5978333333,43958.00915346667,0.0,48496.4171956787,12583.926723476907,142582.84583335018,41492.82243882934,34028.02904216745,487582.64822030254,PAVO_ESS_ALL,46.4,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01
99,ZIER_SLR_ESR1,71604.50566666666,341586.05223868333,0.0,11709.378657117888,11385.059885773291,14869.71201799539,9409.498277032168,22518.161123739887,483082.3678670086,ZIER_SLR_ALL,40.0,QTEN19,Cypress Creek Renewables,40.1,Zier Storage U1,40.1,1.95
100,AZURE_ESR1,73836.94116666667,245425.21723931667,0.0,0.0003949218122297,63.036134465013696,28235.70748484553,7134.783211757261,122847.65276520107,477543.338397174,AZURE_RN,77.6,QENEL6,Enel North America,77.2,Azure Sky Solar,77.2,1.5
101,DAN_ESR1,0.0,458730.1870057333,0.0,389.03567524431094,1865.1519429409345,242.74658333892003,421.9228801427659,1081.09070812151,462730.13479552174,DAN_ALL,76.3,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47
102,DCSES_ESR1,0.0,214632.78856109167,0.0,14728.309274252375,987.6825403398374,137597.01549687382,51076.35647709449,42646.057526253746,461668.2098759059,DC2SES_ALL,66.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0
103,BR_ARROW_ESR1,0.0,417397.36154535,0.0,0.0,2.284411344194541e-05,15619.470100011322,27306.669608383883,0.0,460323.5012765893,BR_ARROW_ALL,48.3,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93
104,ROSELAND_ESR1,98809.635,148593.57566499998,0.0,255.3508110787245,1532.975419197654,90320.36736891432,24531.96365360083,95783.12252102446,459826.990438816,ROSELAND_ALL,50.0,QENEL9,Enel North America,56.3,Roseland,56.3,1.46
105,BR_ARROW_ESR2,0.0,459759.9174559083,0.0,4.608996539792388e-06,8.290657439446367e-06,0.0002125334845335,0.000245265280622,0.0,459759.9179266068,BR_ARROW_ALL,51.7,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93
106,CORALSLR_ESR2,270382.06416666665,87346.69223155832,0.0,19.716443718943705,0.000163659458146,30772.326975290016,16376.689667210934,54140.055505420445,459037.54515352484,CORALSLR_ALL,51.4,QNGRE1,National Grid Renewables,50.3,Coral Storage U1,50.3,1.2
107,PAD1_ESS_ESR1,0.0,332094.8915833333,0.0,8587.586025427254,28397.969853393493,85417.18104945787,360.8833722311066,0.0,454858.511883843,PAD1_ESS_RN,50.0,QCPSE,YCPS,,,50.0,2.02
108,MYR_ESR1,0.0,434874.44502703333,0.0,434.7615723248712,1267.1507202097239,264.2166728165993,568.0240176834549,1012.8121094713503,438421.4101195393,MYR_ALL,75.6,QTOTL5,YTOTAL,,,75.6,1.52
109,BATCAVE_ESR1,-13846.37799999999,29446.5778575,0.0,35575.09514709969,20409.09185165501,246075.4249787518,109530.63909636602,10728.993130502438,437919.444061875,BATCAVE_RN,100.5,QSUE74,ENGIE,100.5,Bat Cave,100.5,1.09
